order_id,customers,city,state,order_date,total_units,revenue,product,category,brand,store,sales_rep,weekday,months,years
938,"Walton Dejesus",Lockport,NY,2017-06-11,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Sunday,June,2017
939,"Hugh Craft",Centereach,NY,2017-06-11,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer",Sunday,June,2017
939,"Hugh Craft",Centereach,NY,2017-06-11,2,833.98,"Sun Bicycles Cruz 7 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Sunday,June,2017
940,"Chasidy Webster",Rocklin,CA,2017-06-12,2,1199.98,"Electra Cruiser Lux Fat Tire 1 Ladies - 2017","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
941,"Genny Hensley","Redondo Beach",CA,2017-06-12,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
941,"Genny Hensley","Redondo Beach",CA,2017-06-12,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
941,"Genny Hensley","Redondo Beach",CA,2017-06-12,2,3361.98,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,"Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
942,"Carter Bentley",Carmel,NY,2017-06-13,2,979.98,"Electra Straight 8 3i (20-inch) - Boy's - 2017","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
942,"Carter Bentley",Carmel,NY,2017-06-13,1,489.99,"Electra Townie 3i EQ (20-inch) - Boys' - 2017","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
942,"Carter Bentley",Carmel,NY,2017-06-13,2,941.98,"Sun Bicycles Drifter 7 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
942,"Carter Bentley",Carmel,NY,2017-06-13,2,1665.98,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
942,"Carter Bentley",Carmel,NY,2017-06-13,1,551.99,"Sun Bicycles Streamway 3 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
943,"Daphine Willis",Farmingdale,NY,2017-06-13,1,659.99,"Electra Amsterdam Original 3i Ladies' - 2017","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
943,"Daphine Willis",Farmingdale,NY,2017-06-13,1,499.99,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
944,"Jone Bernard",Anaheim,CA,2017-06-14,2,1319.98,"Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Wednesday,June,2017
944,"Jone Bernard",Anaheim,CA,2017-06-14,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano",Wednesday,June,2017
944,"Jone Bernard",Anaheim,CA,2017-06-14,2,659.98,"Haro Downtown 16 - 2017","Children Bicycles",Haro,"Santa Cruz Bikes","Genna Serrano",Wednesday,June,2017
944,"Jone Bernard",Anaheim,CA,2017-06-14,2,833.98,"Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Sun Bicycles","Santa Cruz Bikes","Genna Serrano",Wednesday,June,2017
944,"Jone Bernard",Anaheim,CA,2017-06-14,2,1999.98,"Trek X-Caliber 8 - 2017","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Wednesday,June,2017
945,"Loreta Johnston","Spring Valley",NY,2017-06-14,2,499.98,"Haro Shredder Pro 20 - 2017","Children Bicycles",Haro,"Baldwin Bikes","Venita Daniel",Wednesday,June,2017
945,"Loreta Johnston","Spring Valley",NY,2017-06-14,2,1079.98,"Haro SR 1.1 - 2017","Mountain Bikes",Haro,"Baldwin Bikes","Venita Daniel",Wednesday,June,2017
945,"Loreta Johnston","Spring Valley",NY,2017-06-14,1,533.99,"Sun Bicycles Streamway 7 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Wednesday,June,2017
945,"Loreta Johnston","Spring Valley",NY,2017-06-14,2,939.98,"Trek Session DH 27.5 Carbon Frameset - 2017","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Wednesday,June,2017
945,"Loreta Johnston","Spring Valley",NY,2017-06-14,2,11999.98,"Trek Silque SLR 7 Women's - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Wednesday,June,2017
946,"Andreas Mayer","New Rochelle",NY,2017-06-14,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
946,"Andreas Mayer","New Rochelle",NY,2017-06-14,2,659.98,"Haro Downtown 16 - 2017","Children Bicycles",Haro,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
946,"Andreas Mayer","New Rochelle",NY,2017-06-14,1,3499.99,"Trek Boone 7 - 2017","Cyclocross Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
946,"Andreas Mayer","New Rochelle",NY,2017-06-14,2,10999.98,"Trek Domane SLR 6 Disc - 2017","Road Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
946,"Andreas Mayer","New Rochelle",NY,2017-06-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
947,"Myesha Burgess",Campbell,CA,2017-06-15,1,539.99,"Haro SR 1.1 - 2017","Mountain Bikes",Haro,"Santa Cruz Bikes","Genna Serrano",Thursday,June,2017
947,"Myesha Burgess",Campbell,CA,2017-06-15,1,469.99,"Trek Farley Alloy Frameset - 2017","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Thursday,June,2017
947,"Myesha Burgess",Campbell,CA,2017-06-15,2,4599.98,"Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Thursday,June,2017
948,"Skye Pope","Richmond Hill",NY,2017-06-15,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Thursday,June,2017
948,"Skye Pope","Richmond Hill",NY,2017-06-15,1,339.99,"Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Thursday,June,2017
948,"Skye Pope","Richmond Hill",NY,2017-06-15,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Thursday,June,2017
948,"Skye Pope","Richmond Hill",NY,2017-06-15,2,419.98,"Haro Shredder 20 - 2017","Children Bicycles",Haro,"Baldwin Bikes","Marcelene Boyer",Thursday,June,2017
948,"Skye Pope","Richmond Hill",NY,2017-06-15,2,1239.98,"Sun Bicycles Biscayne Tandem 7 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Thursday,June,2017
949,"Rosalva Hamilton",Campbell,CA,2017-06-16,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Friday,June,2017
949,"Rosalva Hamilton",Campbell,CA,2017-06-16,2,5399.98,"Trek Domane S 6 - 2017","Road Bikes",Trek,"Santa Cruz Bikes","Genna Serrano",Friday,June,2017
950,"Nicholas Vazquez","West Hempstead",NY,2017-06-16,1,5499.99,"Trek Domane SLR 6 Disc - 2017","Road Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Friday,June,2017
951,"Tamela Harrell","Central Islip",NY,2017-06-16,2,6999.98,"Trek Boone 7 - 2017","Cyclocross Bicycles",Trek,"Baldwin Bikes","Venita Daniel",Friday,June,2017
951,"Tamela Harrell","Central Islip",NY,2017-06-16,1,2599.99,"Trek Domane S 5 Disc - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Friday,June,2017
951,"Tamela Harrell","Central Islip",NY,2017-06-16,2,10599.98,"Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes",Trek,"Baldwin Bikes","Venita Daniel",Friday,June,2017
952,"Arvilla Weiss","Bay Shore",NY,2017-06-16,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,June,2017
952,"Arvilla Weiss","Bay Shore",NY,2017-06-16,1,1999.99,"Trek Emonda S 5 - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Friday,June,2017
953,"Nicki Larson",Monsey,NY,2017-06-16,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,June,2017
954,"Ashleigh Frank",Levittown,NY,2017-06-17,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
955,"Phebe Turner",Sunnyside,NY,2017-06-17,1,349.99,"Electra Moto 3i (20-inch) - Boy's - 2017","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
955,"Phebe Turner",Sunnyside,NY,2017-06-17,2,3265.98,"Surly Wednesday - 2017","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
955,"Phebe Turner",Sunnyside,NY,2017-06-17,1,3499.99,"Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
955,"Phebe Turner",Sunnyside,NY,2017-06-17,1,5299.99,"Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
955,"Phebe Turner",Sunnyside,NY,2017-06-17,1,189.99,"Trek Precaliber 12 Girls - 2017","Children Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
956,"Annabelle Hebert","Spring Valley",NY,2017-06-17,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
956,"Annabelle Hebert","Spring Valley",NY,2017-06-17,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
956,"Annabelle Hebert","Spring Valley",NY,2017-06-17,2,599.98,"Electra Girl's Hawaii 1 16" - 2017"","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
956,"Annabelle Hebert","Spring Valley",NY,2017-06-17,2,805.98,"Sun Bicycles Boardwalk (24-inch Wheels) - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
956,"Annabelle Hebert","Spring Valley",NY,2017-06-17,2,1499.98,"Sun Bicycles Brickell Tandem 7 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
957,"Camila Carroll","San Antonio",TX,2017-06-17,2,1319.98,"Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Saturday,June,2017
957,"Camila Carroll","San Antonio",TX,2017-06-17,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Saturday,June,2017
957,"Camila Carroll","San Antonio",TX,2017-06-17,2,899.98,"Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Sun Bicycles","Rowlett Bikes","Layla Terrell",Saturday,June,2017
957,"Camila Carroll","San Antonio",TX,2017-06-17,1,470.99,"Sun Bicycles Drifter 7 - Women's - 2017","Comfort Bicycles","Sun Bicycles","Rowlett Bikes","Layla Terrell",Saturday,June,2017
957,"Camila Carroll","San Antonio",TX,2017-06-17,1,250.99,"Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles","Sun Bicycles","Rowlett Bikes","Layla Terrell",Saturday,June,2017
958,"Shona Mcmillan","Apple Valley",CA,2017-06-18,1,299.99,"Electra Girl's Hawaii 1 16" - 2017"","Cruisers Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland",Sunday,June,2017
958,"Shona Mcmillan","Apple Valley",CA,2017-06-18,1,6499.99,"Trek Silque SLR 8 Women's - 2017","Road Bikes",Trek,"Santa Cruz Bikes","Mireya Copeland",Sunday,June,2017
959,"Rita Bailey",Ossining,NY,2017-06-18,1,529.99,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Sunday,June,2017
959,"Rita Bailey",Ossining,NY,2017-06-18,1,1469.99,"Haro Shift R3 - 2017","Mountain Bikes",Haro,"Baldwin Bikes","Venita Daniel",Sunday,June,2017
959,"Rita Bailey",Ossining,NY,2017-06-18,1,619.99,"Sun Bicycles Biscayne Tandem 7 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Sunday,June,2017
959,"Rita Bailey",Ossining,NY,2017-06-18,1,346.99,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Sunday,June,2017
960,"Genoveva Lloyd",Bayside,NY,2017-06-18,2,1499.98,"Sun Bicycles Brickell Tandem 7 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Sunday,June,2017
960,"Genoveva Lloyd",Bayside,NY,2017-06-18,1,875.99,"Surly Steamroller - 2017","Road Bikes",Surly,"Baldwin Bikes","Venita Daniel",Sunday,June,2017
960,"Genoveva Lloyd",Bayside,NY,2017-06-18,2,299.98,"Trek Boy's Kickster - 2015/2017","Children Bicycles",Trek,"Baldwin Bikes","Venita Daniel",Sunday,June,2017
960,"Genoveva Lloyd",Bayside,NY,2017-06-18,2,2999.98,"Trek Emonda S 4 - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Sunday,June,2017
961,"Lizzie Joyner",Coachella,CA,2017-06-19,2,693.98,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Sun Bicycles","Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
961,"Lizzie Joyner",Coachella,CA,2017-06-19,1,533.99,"Sun Bicycles Streamway 7 - 2017","Comfort Bicycles","Sun Bicycles","Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
961,"Lizzie Joyner",Coachella,CA,2017-06-19,2,10599.98,"Trek Remedy 9.8 - 2017","Mountain Bikes",Trek,"Santa Cruz Bikes","Mireya Copeland",Monday,June,2017
962,"Marissa Summers","Saint Albans",NY,2017-06-19,2,979.98,"Electra Townie Original 7D - 2017","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Monday,June,2017
962,"Marissa Summers","Saint Albans",NY,2017-06-19,2,693.98,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Monday,June,2017
963,"Zona Cameron","East Northport",NY,2017-06-19,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Monday,June,2017
964,"Augustus Steele","Ballston Spa",NY,2017-06-20,1,439.99,"Electra Cruiser Lux 1 - 2017","Cruisers Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Tuesday,June,2017
964,"Augustus Steele","Ballston Spa",NY,2017-06-20,1,209.99,"Trek Precaliber 16 Girls - 2017","Children Bicycles",Trek,"Baldwin Bikes","Venita Daniel",Tuesday,June,2017
965,"Jeni Farley","Richmond Hill",NY,2017-06-20,2,419.98,"Trek Precaliber 16 Girls - 2017","Children Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
966,"Leif Short","San Angelo",TX,2017-06-20,1,749.99,"Sun Bicycles Brickell Tandem 7 - 2017","Cruisers Bicycles","Sun Bicycles","Rowlett Bikes","Kali Vargas",Tuesday,June,2017
966,"Leif Short","San Angelo",TX,2017-06-20,1,189.99,"Trek Precaliber 12 Girls - 2017","Children Bicycles",Trek,"Rowlett Bikes","Kali Vargas",Tuesday,June,2017
967,"Ebony Cotton","West Babylon",NY,2017-06-21,2,1599.98,"Electra Glam Punk 3i Ladies' - 2017","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
967,"Ebony Cotton","West Babylon",NY,2017-06-21,1,250.99,"Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
967,"Ebony Cotton","West Babylon",NY,2017-06-21,1,551.99,"Sun Bicycles Streamway 3 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
967,"Ebony Cotton","West Babylon",NY,2017-06-21,1,189.99,"Trek Precaliber 12 Boys - 2017","Children Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
968,"Mila Moody",Troy,NY,2017-06-21,2,3098,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
968,"Mila Moody",Troy,NY,2017-06-21,2,9999.98,"Trek Powerfly 8 FS Plus - 2017","Electric Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
968,"Mila Moody",Troy,NY,2017-06-21,1,189.99,"Trek Precaliber 12 Boys - 2017","Children Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Wednesday,June,2017
969,"Cecelia Gill",Mcallen,TX,2017-06-21,1,439.99,"Electra Cruiser Lux 1 - 2017","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Wednesday,June,2017
969,"Cecelia Gill",Mcallen,TX,2017-06-21,1,832.99,"Surly Troll Frameset - 2017","Mountain Bikes",Surly,"Rowlett Bikes","Layla Terrell",Wednesday,June,2017
970,"Corinna Adams",Rosedale,NY,2017-06-22,1,329.99,"Haro Downtown 16 - 2017","Children Bicycles",Haro,"Baldwin Bikes","Venita Daniel",Thursday,June,2017
970,"Corinna Adams",Rosedale,NY,2017-06-22,1,449.99,"Sun Bicycles Cruz 3 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Thursday,June,2017
970,"Corinna Adams",Rosedale,NY,2017-06-22,2,6399.98,"Trek Domane SL Disc Frameset - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,June,2017
970,"Corinna Adams",Rosedale,NY,2017-06-22,2,2999.98,"Trek Emonda S 4 - 2017","Road Bikes",Trek,"Baldwin Bikes","Venita Daniel",Thursday,June,2017
971,"Londa Gould","Corpus Christi",TX,2017-06-22,2,1319.98,"Electra Amsterdam Original 3i - 2015/2017","Cruisers Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Thursday,June,2017
971,"Londa Gould","Corpus Christi",TX,2017-06-22,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Thursday,June,2017
971,"Londa Gould","Corpus Christi",TX,2017-06-22,1,549.99,"Haro Flightline Two 26 Plus - 2017","Mountain Bikes",Haro,"Rowlett Bikes","Kali Vargas",Thursday,June,2017
971,"Londa Gould","Corpus Christi",TX,2017-06-22,2,693.98,"Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Sun Bicycles","Rowlett Bikes","Kali Vargas",Thursday,June,2017
971,"Londa Gould","Corpus Christi",TX,2017-06-22,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,"Rowlett Bikes","Kali Vargas",Thursday,June,2017
972,"Claudio Wise",Kingston,NY,2017-06-23,1,489.99,"Electra Townie 3i EQ (20-inch) - Boys' - 2017","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel",Friday,June,2017
972,"Claudio Wise",Kingston,NY,2017-06-23,1,3499.99,"Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles",Trek,"Baldwin Bikes","Venita Daniel",Friday,June,2017
973,"Cindi Larson","Howard Beach",NY,2017-06-24,1,416.99,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
973,"Cindi Larson","Howard Beach",NY,2017-06-24,2,4999.98,"Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
973,"Cindi Larson","Howard Beach",NY,2017-06-24,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
973,"Cindi Larson","Howard Beach",NY,2017-06-24,2,10599.98,"Trek Remedy 9.8 - 2017","Mountain Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Saturday,June,2017
974,"Julienne Moody","Fort Worth",TX,2017-06-24,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Saturday,June,2017
974,"Julienne Moody","Fort Worth",TX,2017-06-24,2,939.98,"Surly Wednesday Frameset - 2017","Mountain Bikes",Surly,"Rowlett Bikes","Kali Vargas",Saturday,June,2017
975,"Lavinia Cotton","East Northport",NY,2017-06-25,2,941.98,"Sun Bicycles Drifter 7 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Sunday,June,2017
976,"Myrl Gay",Garland,TX,2017-06-25,2,1199.98,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Sunday,June,2017
976,"Myrl Gay",Garland,TX,2017-06-25,1,1499.99,"Trek Stache 5 - 2017","Mountain Bikes",Trek,"Rowlett Bikes","Layla Terrell",Sunday,June,2017
977,"Alfredo Dodson",Depew,NY,2017-06-26,2,1523.98,"Sun Bicycles Brickell Tandem CB - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Monday,June,2017
977,"Alfredo Dodson",Depew,NY,2017-06-26,2,833.98,"Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Venita Daniel",Monday,June,2017
977,"Alfredo Dodson",Depew,NY,2017-06-26,1,999.99,"Surly Big Dummy Frameset - 2017","Mountain Bikes",Surly,"Baldwin Bikes","Venita Daniel",Monday,June,2017
977,"Alfredo Dodson",Depew,NY,2017-06-26,2,1751.98,"Surly Steamroller - 2017","Road Bikes",Surly,"Baldwin Bikes","Venita Daniel",Monday,June,2017
978,"Raphael O'neil",Fairport,NY,2017-06-26,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,June,2017
978,"Raphael O'neil",Fairport,NY,2017-06-26,2,899.98,"Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Monday,June,2017
978,"Raphael O'neil",Fairport,NY,2017-06-26,2,899.98,"Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Monday,June,2017
979,"Romeo Steele","Port Jefferson Station",NY,2017-06-26,2,1099.98,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Monday,June,2017
979,"Romeo Steele","Port Jefferson Station",NY,2017-06-26,2,833.98,"Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Monday,June,2017
979,"Romeo Steele","Port Jefferson Station",NY,2017-06-26,1,875.99,"Surly Steamroller - 2017","Road Bikes",Surly,"Baldwin Bikes","Marcelene Boyer",Monday,June,2017
979,"Romeo Steele","Port Jefferson Station",NY,2017-06-26,1,2699.99,"Trek Domane S 6 - 2017","Road Bikes",Trek,"Baldwin Bikes","Marcelene Boyer",Monday,June,2017
980,"Bettie Glover",Euless,TX,2017-06-26,1,489.99,"Electra Townie Original 7D - 2017","Cruisers Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Monday,June,2017
980,"Bettie Glover",Euless,TX,2017-06-26,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes",Trek,"Rowlett Bikes","Layla Terrell",Monday,June,2017
980,"Bettie Glover",Euless,TX,2017-06-26,2,6999.98,"Trek Domane SL 6 - 2017","Road Bikes",Trek,"Rowlett Bikes","Layla Terrell",Monday,June,2017
981,"Cecilia Camacho",Desoto,TX,2017-06-26,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Monday,June,2017
981,"Cecilia Camacho",Desoto,TX,2017-06-26,2,599.98,"Electra Girl's Hawaii 1 16" - 2017"","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas",Monday,June,2017
981,"Cecilia Camacho",Desoto,TX,2017-06-26,1,832.99,"Sun Bicycles Spider 3i - 2017","Mountain Bikes","Sun Bicycles","Rowlett Bikes","Kali Vargas",Monday,June,2017
981,"Cecilia Camacho",Desoto,TX,2017-06-26,2,1665.98,"Surly Troll Frameset - 2017","Mountain Bikes",Surly,"Rowlett Bikes","Kali Vargas",Monday,June,2017
981,"Cecilia Camacho",Desoto,TX,2017-06-26,1,4999.99,"Trek Powerfly 8 FS Plus - 2017","Electric Bikes",Trek,"Rowlett Bikes","Kali Vargas",Monday,June,2017
982,"Dollie Cervantes","Fort Worth",TX,2017-06-26,2,539.98,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell",Monday,June,2017
982,"Dollie Cervantes","Fort Worth",TX,2017-06-26,1,470.99,"Sun Bicycles Drifter 7 - 2017","Comfort Bicycles","Sun Bicycles","Rowlett Bikes","Layla Terrell",Monday,June,2017
982,"Dollie Cervantes","Fort Worth",TX,2017-06-26,1,875.99,"Surly Steamroller - 2017","Road Bikes",Surly,"Rowlett Bikes","Layla Terrell",Monday,June,2017
982,"Dollie Cervantes","Fort Worth",TX,2017-06-26,2,9999.98,"Trek Fuel EX 9.8 29 - 2017","Mountain Bikes",Trek,"Rowlett Bikes","Layla Terrell",Monday,June,2017
983,"Vito Pickett",Canandaigua,NY,2017-06-27,2,2199.98,"Electra Amsterdam Fashion 7i Ladies' - 2017","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
983,"Vito Pickett",Canandaigua,NY,2017-06-27,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
983,"Vito Pickett",Canandaigua,NY,2017-06-27,1,449.99,"Sun Bicycles Cruz 3 - 2017","Cruisers Bicycles","Sun Bicycles","Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
983,"Vito Pickett",Canandaigua,NY,2017-06-27,1,3499.99,"Trek Boone Race Shop Limited - 2017","Cyclocross Bicycles",Trek,"Baldwin Bikes","Marcelene Boyer",Tuesday,June,2017
